"detail_info" "mean" "std" "samplesize" "detectionfreq"
"252" "0_X_D_enterococciCulturableMEI_CFUPer100ML_30_60" "14388.5185185556" "18674.6401951749" "1141" "9/1141"
"253" "0_X_D_Giardia_CystsPer100ml_0_30" "3.96666666666667" "4.27707064862545" "1144" "3/1144"
"254" "0_X_D_Giardia_CystsPer100ml_30_60" "5.9" "7.38173421358423" "1147" "3/1147"
"255" "0_X_D_SalmonellaCulturableWildType_MPNPer100ml_0_30" "3" "0" "1150" "0/1150"
"256" "0_X_D_SalmonellaCulturableWildType_MPNPer100ml_30_60" "3" "0" "1153" "1/1153"
"257" "1_C_A_CampylobacterCulturable_MPNPer100ml_0_30" "1.27" "0.744781847254617" "1156" "2/1156"
"258" "1_C_A_CampylobacterCulturable_MPNPer100ml_30_60" "0.846666666666667" "0.445234020862437" "1159" "2/1159"
"259" "1_C_A_ClostridiumCulturable_TSCF_CFUPer100ml_0_30" "206.266666666667" "419.35454053422" "1165" "5/1165"
"260" "1_C_A_ClostridiumCulturable_TSCF_CFUPer100ml_30_60" "154.9" "249.669641726823" "1168" "3/1168"
"261" "1_C_A_Crypto_OocystsPer100ml_0_30" "3.66666666666667" "2.08166599946613" "1171" "0/1171"
"262" "1_C_A_Crypto_OocystsPer100ml_30_60" "2.33333333333333" "0.577350269189626" "1174" "0/1174"
"263" "1_C_A_EColi0157Culturable_MPNPer100ml_0_30" "0.41" "0" "1177" "0/1177"
"264" "1_C_A_EColi0157Culturable_MPNPer100ml_30_60" "0.416666666666667" "0.00577350269189626" "1180" "2/1180"
"265" "1_C_A_EColiCulturableColilert_MPNPer100ML_0_30" "558778.888888889" "853483.235445261" "1189" "9/1189"
"266" "1_C_A_EColiCulturableColilert_MPNPer100ML_30_60" "474106.481481444" "831205.771153545" "1198" "9/1198"
"267" "1_C_A_enterococciCulturableMEI_CFUPer100ML_0_30" "190277.777777778" "75541.4253535399" "1207" "9/1207"
"268" "1_C_A_enterococciCulturableMEI_CFUPer100ML_30_60" "230611.111111111" "118793.617720445" "1216" "9/1216"
"269" "1_C_A_Giardia_CystsPer100ml_0_30" "3.83333333333333" "2.15715862498179" "1219" "0/1219"
"270" "1_C_A_Giardia_CystsPer100ml_30_60" "4.13333333333333" "1.41539158303748" "1222" "2/1222"
"271" "1_C_A_SalmonellaCulturableWildType_MPNPer100ml_0_30" "0.41" "0" "1225" "0/1225"
"272" "1_C_A_SalmonellaCulturableWildType_MPNPer100ml_30_60" "0.41" "0" "1228" "0/1228"
"273" "1_C_B_CampylobacterCulturable_MPNPer100ml_0_30" "3" "0" "1231" "0/1231"
"274" "1_C_B_CampylobacterCulturable_MPNPer100ml_30_60" "3" "0" "1234" "0/1234"
"275" "1_C_B_ClostridiumCulturable_TSCF_CFUPer100ml_0_30" "192" "188.500397877564" "1240" "6/1240"
"276" "1_C_B_ClostridiumCulturable_TSCF_CFUPer100ml_30_60" "146" "138.956827827926" "1243" "3/1243"
"277" "1_C_B_Crypto_OocystsPer100ml_0_30" "8.13333333333333" "10.3253732781596" "1246" "3/1246"
"278" "1_C_B_Crypto_OocystsPer100ml_30_60" "10.8" "5.89236794506249" "1249" "3/1249"
"279" "1_C_B_EColi0157Culturable_MPNPer100ml_0_30" "3" "0" "1252" "0/1252"
"280" "1_C_B_EColi0157Culturable_MPNPer100ml_30_60" "3" "0" "1255" "0/1255"
"281" "1_C_B_EColiCulturableColilert_MPNPer100ML_0_30" "638503.888888889" "602498.730355393" "1264" "9/1264"
"282" "1_C_B_EColiCulturableColilert_MPNPer100ML_30_60" "446733.148144444" "434898.691356058" "1273" "9/1273"
"283" "1_C_B_enterococciCulturableMEI_CFUPer100ML_0_30" "45927.7777777778" "91517.1162649067" "1282" "9/1282"
"284" "1_C_B_enterococciCulturableMEI_CFUPer100ML_30_60" "9538.88888888889" "19098.4583438327" "1291" "9/1291"
"285" "1_C_B_Giardia_CystsPer100ml_0_30" "0.28148" "0.205282661713063" "1294" "2/1294"
"286" "1_C_B_Giardia_CystsPer100ml_30_60" "0.278786666666667" "0.209947651888116" "1297" "2/1297"
"287" "1_C_B_SalmonellaCulturableWildType_MPNPer100ml_0_30" "3" "0" "1300" "0/1300"
"288" "1_C_B_SalmonellaCulturableWildType_MPNPer100ml_30_60" "3" "0" "1303" "0/1303"
"289" "1_C_C_CampylobacterCulturable_MPNPer100ml_0_30" "3" "0" "1306" "0/1306"
"290" "1_C_C_CampylobacterCulturable_MPNPer100ml_30_60" "3" "0" "1309" "0/1309"
"291" "1_C_C_ClostridiumCulturable_TSCF_CFUPer100ml_0_30" "0.5" "0.777174369109018" "1315" "6/1315"
"292" "1_C_C_ClostridiumCulturable_TSCF_CFUPer100ml_30_60" "0.7" "1.21243556529821" "1318" "3/1318"
"293" "1_C_C_Crypto_OocystsPer100ml_0_30" "0.171" NA "1319" "1/1319"
"294" "1_C_C_Crypto_OocystsPer100ml_30_60" "0.086" NA "1320" "1/1320"
"295" "1_C_C_EColi0157Culturable_MPNPer100ml_0_30" "3" "0" "1323" "1/1323"
"296" "1_C_C_EColi0157Culturable_MPNPer100ml_30_60" "502" "864.29335297687" "1326" "1/1326"
"297" "1_C_C_EColiCulturableColilert_MPNPer100ML_0_30" "2526.70833333333" "1508.40721922668" "1338" "12/1338"
"298" "1_C_C_EColiCulturableColilert_MPNPer100ML_30_60" "2411.18518514444" "1566.0324966624" "1347" "9/1347"
"299" "1_C_C_enterococciCulturableMEI_CFUPer100ML_0_30" "18450" "11387.6528030862" "1359" "12/1359"
"300" "1_C_C_enterococciCulturableMEI_CFUPer100ML_30_60" "15344.4444444444" "8877.12807037151" "1368" "9/1368"
"301" "1_C_C_Giardia_CystsPer100ml_0_30" "5.71428571" NA "1369" "1/1369"
"302" "1_C_C_Giardia_CystsPer100ml_30_60" "4.28571429" NA "1370" "1/1370"
"303" "1_C_C_SalmonellaCulturableWildType_MPNPer100ml_0_30" "770.666666666667" "1324.44491517516" "1373" "2/1373"
"304" "1_C_C_SalmonellaCulturableWildType_MPNPer100ml_30_60" "32.6666666666667" "51.3841739578767" "1376" "1/1376"
"305" "1_C_D_CampylobacterCulturable_MPNPer100ml_0_30" "3" "0" "1379" "0/1379"
"306" "1_C_D_CampylobacterCulturable_MPNPer100ml_30_60" "3" "0" "1382" "0/1382"
"307" "1_C_D_ClostridiumCulturable_TSCF_CFUPer100ml_0_30" "21.0566666666667" "14.666535605475" "1388" "6/1388"
"308" "1_C_D_ClostridiumCulturable_TSCF_CFUPer100ml_30_60" "61.4466666666667" "80.3014920990472" "1391" "3/1391"
"309" "1_C_D_Crypto_OocystsPer100ml_0_30" "339.366666666667" "572.125740841411" "1394" "3/1394"
"310" "1_C_D_Crypto_OocystsPer100ml_30_60" "235.266666666667" "284.614411675399" "1397" "3/1397"
"311" "1_C_D_EColi0157Culturable_MPNPer100ml_0_30" "443" "576.937604945284" "1400" "3/1400"
"312" "1_C_D_EColi0157Culturable_MPNPer100ml_30_60" "737.333333333333" "628.157092878313" "1403" "3/1403"
"313" "1_C_D_EColiCulturableColilert_MPNPer100ML_0_30" "1964.66666666667" "1859.198291705" "1415" "12/1415"
"314" "1_C_D_EColiCulturableColilert_MPNPer100ML_30_60" "1586.81481477778" "1976.33202337881" "1424" "9/1424"
"315" "1_C_D_enterococciCulturableMEI_CFUPer100ML_0_30" "49666.6666666667" "20188.1303260259" "1436" "12/1436"
"316" "1_C_D_enterococciCulturableMEI_CFUPer100ML_30_60" "44888.8888888889" "12404.0763908931" "1445" "9/1445"
"317" "1_C_D_Giardia_CystsPer100ml_0_30" "6.4" "4.55741154604234" "1448" "3/1448"
"318" "1_C_D_Giardia_CystsPer100ml_30_60" "5.96666666666667" "5.37990086649683" "1451" "3/1451"
"319" "1_C_D_SalmonellaCulturableWildType_MPNPer100ml_0_30" "3" "0" "1454" "0/1454"
"320" "1_C_D_SalmonellaCulturableWildType_MPNPer100ml_30_60" "3" "0" "1457" "0/1457"
"321" "1_P_A_CampylobacterCulturable_MPNPer100ml_0_30" "22.6666666666667" "22.1434715736565" "1460" "3/1460"
"322" "1_P_A_CampylobacterCulturable_MPNPer100ml_30_60" "84.6333333333333" "118.193076503378" "1463" "2/1463"
"323" "1_P_A_ClostridiumCulturable_TSCF_CFUPer100ml_0_30" "414.5" "631.263726187399" "1469" "6/1469"
"324" "1_P_A_ClostridiumCulturable_TSCF_CFUPer100ml_30_60" "194.1" "328.169971203948" "1472" "2/1472"
"325" "1_P_A_Crypto_OocystsPer100ml_0_30" NA NA "1472" "2/1472"
"326" "1_P_A_Crypto_OocystsPer100ml_30_60" NA NA "1472" "2/1472"
"327" "1_P_A_EColi0157Culturable_MPNPer100ml_0_30" NA NA "1472" "2/1472"
"328" "1_P_A_EColi0157Culturable_MPNPer100ml_30_60" NA NA "1472" "2/1472"
"329" "1_P_A_EColiCulturableColilert_MPNPer100ML_0_30" "24321.6666666667" "26992.7638451493" "1481" "9/1481"
"330" "1_P_A_EColiCulturableColilert_MPNPer100ML_30_60" "16712.2222225889" "24991.4827018123" "1490" "9/1490"
"331" "1_P_A_enterococciCulturableMEI_CFUPer100ML_0_30" "409759.259255556" "420070.80348495" "1499" "9/1499"
"332" "1_P_A_enterococciCulturableMEI_CFUPer100ML_30_60" "374666.666666667" "320554.597533712" "1508" "9/1508"
"333" "1_P_A_Giardia_CystsPer100ml_0_30" NA NA "1508" "9/1508"
"334" "1_P_A_Giardia_CystsPer100ml_30_60" NA NA "1508" "9/1508"
"335" "1_P_A_SalmonellaCulturableWildType_MPNPer100ml_0_30" "2.46666666666667" "3.2331615074619" "1511" "1/1511"
"336" "1_P_A_SalmonellaCulturableWildType_MPNPer100ml_30_60" "1" "0.692820323027551" "1514" "1/1514"
"337" "1_P_B_CampylobacterCulturable_MPNPer100ml_0_30" "3" "0" "1517" "0/1517"
"338" "1_P_B_CampylobacterCulturable_MPNPer100ml_30_60" "3" "0" "1520" "0/1520"
"339" "1_P_B_ClostridiumCulturable_TSCF_CFUPer100ml_0_30" "215.666666666667" "210.480086152269" "1526" "6/1526"
"340" "1_P_B_ClostridiumCulturable_TSCF_CFUPer100ml_30_60" "182.666666666667" "168.529918214344" "1529" "3/1529"
"341" "1_P_B_Crypto_OocystsPer100ml_0_30" NA NA "1529" "3/1529"
"342" "1_P_B_Crypto_OocystsPer100ml_30_60" NA NA "1529" "3/1529"
"343" "1_P_B_EColi0157Culturable_MPNPer100ml_0_30" NA NA "1529" "3/1529"
"344" "1_P_B_EColi0157Culturable_MPNPer100ml_30_60" NA NA "1529" "3/1529"
"345" "1_P_B_EColiCulturableColilert_MPNPer100ML_0_30" "10434.9333333333" "19516.7717110822" "1538" "9/1538"
"346" "1_P_B_EColiCulturableColilert_MPNPer100ML_30_60" "3273.31851855556" "3612.38377907724" "1547" "9/1547"
"347" "1_P_B_enterococciCulturableMEI_CFUPer100ML_0_30" "16983.3333333333" "20483.8961137768" "1556" "9/1556"
"348" "1_P_B_enterococciCulturableMEI_CFUPer100ML_30_60" "39677.7777777778" "35790.9128752599" "1565" "9/1565"
"349" "1_P_B_Giardia_CystsPer100ml_0_30" NA NA "1565" "9/1565"
"350" "1_P_B_Giardia_CystsPer100ml_30_60" NA NA "1565" "9/1565"
"351" "1_P_B_SalmonellaCulturableWildType_MPNPer100ml_0_30" "11.6666666666667" "10.2632028788938" "1568" "2/1568"
"352" "1_P_B_SalmonellaCulturableWildType_MPNPer100ml_30_60" "5.66666666666667" "2.3094010767585" "1571" "2/1571"
"353" "1_P_C_CampylobacterCulturable_MPNPer100ml_0_30" "3" "0" "1574" "0/1574"
"354" "1_P_C_CampylobacterCulturable_MPNPer100ml_30_60" "3" "0" "1577" "0/1577"
"355" "1_P_C_ClostridiumCulturable_TSCF_CFUPer100ml_0_30" "5.045" "5.5121093965922" "1583" "6/1583"
"356" "1_P_C_ClostridiumCulturable_TSCF_CFUPer100ml_30_60" "15.2333333333333" "18.0793620831415" "1586" "3/1586"
"357" "1_P_C_Crypto_OocystsPer100ml_0_30" NA NA "1586" "3/1586"
"358" "1_P_C_Crypto_OocystsPer100ml_30_60" NA NA "1586" "3/1586"
"359" "1_P_C_EColi0157Culturable_MPNPer100ml_0_30" NA NA "1586" "3/1586"
"360" "1_P_C_EColi0157Culturable_MPNPer100ml_30_60" NA NA "1586" "3/1586"
"361" "1_P_C_EColiCulturableColilert_MPNPer100ML_0_30" "18606.6666666667" "14333.8477885124" "1598" "12/1598"
"362" "1_P_C_EColiCulturableColilert_MPNPer100ML_30_60" "17852.7777777778" "15022.4063669893" "1607" "9/1607"
"363" "1_P_C_enterococciCulturableMEI_CFUPer100ML_0_30" "75841.6666666667" "51179.2830660172" "1619" "12/1619"
"364" "1_P_C_enterococciCulturableMEI_CFUPer100ML_30_60" "59470.4074077778" "42733.6008291883" "1628" "9/1628"
"365" "1_P_C_Giardia_CystsPer100ml_0_30" NA NA "1628" "9/1628"
"366" "1_P_C_Giardia_CystsPer100ml_30_60" NA NA "1628" "9/1628"
"367" "1_P_C_SalmonellaCulturableWildType_MPNPer100ml_0_30" "3.2" "0.346410161513776" "1631" "1/1631"
"368" "1_P_C_SalmonellaCulturableWildType_MPNPer100ml_30_60" "3" "0" "1634" "0/1634"
"369" "1_P_D_CampylobacterCulturable_MPNPer100ml_0_30" "3" "0" "1636" "0/1636"
"370" "1_P_D_CampylobacterCulturable_MPNPer100ml_30_60" "3" "0" "1639" "0/1639"
"371" "1_P_D_ClostridiumCulturable_TSCF_CFUPer100ml_0_30" "127.2" "68.7275701592891" "1644" "5/1644"
"372" "1_P_D_ClostridiumCulturable_TSCF_CFUPer100ml_30_60" "87.33" "4" "1647" "3/1647"
"373" "1_P_D_Crypto_OocystsPer100ml_0_30" NA NA "1647" "3/1647"
"374" "1_P_D_Crypto_OocystsPer100ml_30_60" NA NA "1647" "3/1647"
"375" "1_P_D_EColi0157Culturable_MPNPer100ml_0_30" NA NA "1647" "3/1647"
"376" "1_P_D_EColi0157Culturable_MPNPer100ml_30_60" NA NA "1647" "3/1647"
"377" "1_P_D_EColiCulturableColilert_MPNPer100ML_0_30" "78.274074075" "10.8622993575978" "1659" "12/1659"
"378" "1_P_D_EColiCulturableColilert_MPNPer100ML_30_60" "82.1999999977778" "11.4953573446925" "1668" "9/1668"
"379" "1_P_D_enterococciCulturableMEI_CFUPer100ML_0_30" "691250" "927829.640025092" "1680" "12/1680"
"380" "1_P_D_enterococciCulturableMEI_CFUPer100ML_30_60" "565777.777781111" "948066.746359267" "1689" "9/1689"
"381" "1_P_D_Giardia_CystsPer100ml_0_30" NA NA "1689" "9/1689"
"382" "1_P_D_Giardia_CystsPer100ml_30_60" NA NA "1689" "9/1689"
"383" "1_P_D_SalmonellaCulturableWildType_MPNPer100ml_0_30" "3" "0" "1691" "0/1691"
"384" "1_P_D_SalmonellaCulturableWildType_MPNPer100ml_30_60" "3" "0" "1694" "0/1694"
"385" "1_S_A_CampylobacterCulturable_MPNPer100ml_0_30" "3.05" "1.34350288425444" "1696" "2/1696"
"386" "1_S_A_CampylobacterCulturable_MPNPer100ml_30_60" "17.1066666666667" "26.7831315072255" "1699" "3/1699"
"387" "1_S_A_ClostridiumCulturable_TSCF_CFUPer100ml_0_30" "69.52" "46.7697231122871" "1704" "5/1704"
"388" "1_S_A_ClostridiumCulturable_TSCF_CFUPer100ml_30_60" "90.15" "37.9716341497176" "1706" "2/1706"
"389" "1_S_A_Crypto_OocystsPer100ml_0_30" "2" "0" "1708" "0/1708"
"390" "1_S_A_Crypto_OocystsPer100ml_30_60" "2" "0" "1711" "0/1711"
"391" "1_S_A_EColi0157Culturable_MPNPer100ml_0_30" "0.41" "0" "1713" "0/1713"
"392" "1_S_A_EColi0157Culturable_MPNPer100ml_30_60" "0.41" "0" "1716" "0/1716"
"393" "1_S_A_EColiCulturableColilert_MPNPer100ML_0_30" "189.761111111111" "270.599268727968" "1725" "9/1725"
"394" "1_S_A_EColiCulturableColilert_MPNPer100ML_30_60" "82.3203703744445" "97.3029960526026" "1734" "9/1734"
"395" "1_S_A_enterococciCulturableMEI_CFUPer100ML_0_30" "23327.7777777778" "13760.8391620731" "1743" "9/1743"
"396" "1_S_A_enterococciCulturableMEI_CFUPer100ML_30_60" "22761.1111111111" "11331.255937058" "1752" "9/1752"
"397" "1_S_A_Giardia_CystsPer100ml_0_30" "2.2" "0" "1754" "0/1754"
"398" "1_S_A_Giardia_CystsPer100ml_30_60" "2.23333333333333" "0.0577350269189624" "1757" "0/1757"
"399" "1_S_A_SalmonellaCulturableWildType_MPNPer100ml_0_30" "0.41" "0" "1759" "0/1759"
"400" "1_S_A_SalmonellaCulturableWildType_MPNPer100ml_30_60" "0.41" "0" "1762" "0/1762"
"401" "1_S_B_CampylobacterCulturable_MPNPer100ml_0_30" "3" "0" "1765" "0/1765"
"402" "1_S_B_CampylobacterCulturable_MPNPer100ml_30_60" "3" "0" "1768" "0/1768"
"403" "1_S_B_ClostridiumCulturable_TSCF_CFUPer100ml_0_30" "129.5" "66.6865803591697" "1774" "6/1774"
"404" "1_S_B_ClostridiumCulturable_TSCF_CFUPer100ml_30_60" "124" "62.2173609212091" "1777" "3/1777"
"405" "1_S_B_Crypto_OocystsPer100ml_0_30" "840" "1089.72473588517" "1780" "3/1780"
"406" "1_S_B_Crypto_OocystsPer100ml_30_60" "830" "665.507325278993" "1783" "3/1783"
"407" "1_S_B_EColi0157Culturable_MPNPer100ml_0_30" "3" "0" "1786" "0/1786"
"408" "1_S_B_EColi0157Culturable_MPNPer100ml_30_60" "3" "0" "1789" "0/1789"
"409" "1_S_B_EColiCulturableColilert_MPNPer100ML_0_30" "8.2" "11.4729300965359" "1798" "6/1798"
"410" "1_S_B_EColiCulturableColilert_MPNPer100ML_30_60" "8.78148148111111" "11.2003702949669" "1807" "6/1807"
"411" "1_S_B_enterococciCulturableMEI_CFUPer100ML_0_30" "175.111111111111" "255.074104156245" "1816" "7/1816"
"412" "1_S_B_enterococciCulturableMEI_CFUPer100ML_30_60" "210.666666666667" "294.045489678043" "1825" "9/1825"
"413" "1_S_B_Giardia_CystsPer100ml_0_30" "1.26666666666667" "1.67729941672122" "1828" "3/1828"
"414" "1_S_B_Giardia_CystsPer100ml_30_60" "1.8" "0.871779788708135" "1831" "3/1831"
"415" "1_S_B_SalmonellaCulturableWildType_MPNPer100ml_0_30" "3" "0" "1834" "0/1834"
"416" "1_S_B_SalmonellaCulturableWildType_MPNPer100ml_30_60" "3" "0" "1837" "0/1837"
"417" "1_S_C_CampylobacterCulturable_MPNPer100ml_0_30" "3" "0" "1840" "0/1840"
"418" "1_S_C_CampylobacterCulturable_MPNPer100ml_30_60" "3" "0" "1843" "0/1843"
"419" "1_S_C_ClostridiumCulturable_TSCF_CFUPer100ml_0_30" "12.6" "13.2832225005832" "1849" "6/1849"
"420" "1_S_C_ClostridiumCulturable_TSCF_CFUPer100ml_30_60" "13" "11.3578166916005" "1852" "3/1852"
"421" "1_S_C_Crypto_OocystsPer100ml_0_30" "50.3333333333333" "46.1771949487334" "1855" "2/1855"
"422" "1_S_C_Crypto_OocystsPer100ml_30_60" "51.8716666666667" "34.8452207387661" "1858" "3/1858"
"423" "1_S_C_EColi0157Culturable_MPNPer100ml_0_30" "3" "0" "1861" "0/1861"
"424" "1_S_C_EColi0157Culturable_MPNPer100ml_30_60" "3" "0" "1864" "0/1864"
"425" "1_S_C_EColiCulturableColilert_MPNPer100ML_0_30" "418.625" "406.211875134147" "1876" "12/1876"
"426" "1_S_C_EColiCulturableColilert_MPNPer100ML_30_60" "367.588888888889" "450.414354912353" "1885" "9/1885"
"427" "1_S_C_enterococciCulturableMEI_CFUPer100ML_0_30" "11900" "6463.49891172097" "1897" "12/1897"
"428" "1_S_C_enterococciCulturableMEI_CFUPer100ML_30_60" "10694.4444444444" "8427.57543886602" "1906" "9/1906"
"429" "1_S_C_Giardia_CystsPer100ml_0_30" "15" "7.07106781186548" "1908" "2/1908"
"430" "1_S_C_Giardia_CystsPer100ml_30_60" "11.0352303533333" "8.78628735503557" "1911" "3/1911"
"431" "1_S_C_SalmonellaCulturableWildType_MPNPer100ml_0_30" "3" "0" "1914" "0/1914"
"432" "1_S_C_SalmonellaCulturableWildType_MPNPer100ml_30_60" "3" "0" "1917" "0/1917"
"433" "1_S_D_CampylobacterCulturable_MPNPer100ml_0_30" "3" "0" "1920" "0/1920"
"434" "1_S_D_CampylobacterCulturable_MPNPer100ml_30_60" "3" "0" "1923" "0/1923"
"435" "1_S_D_ClostridiumCulturable_TSCF_CFUPer100ml_0_30" "280.666666666667" "195.453600086227" "1929" "6/1929"
"436" "1_S_D_ClostridiumCulturable_TSCF_CFUPer100ml_30_60" "223.336666666667" "184.418907201332" "1932" "3/1932"
"437" "1_S_D_Crypto_OocystsPer100ml_0_30" "15914.1333333333" "25418.5023174721" "1935" "3/1935"
"438" "1_S_D_Crypto_OocystsPer100ml_30_60" "28899.4333333333" "48297.131326957" "1938" "3/1938"
"439" "1_S_D_EColi0157Culturable_MPNPer100ml_0_30" "25.3333333333333" "16.7431578064991" "1941" "3/1941"
"440" "1_S_D_EColi0157Culturable_MPNPer100ml_30_60" "380.333333333333" "623.249816151865" "1944" "3/1944"
"441" "1_S_D_EColiCulturableColilert_MPNPer100ML_0_30" "595.658333333333" "410.453302533438" "1956" "12/1956"
"442" "1_S_D_EColiCulturableColilert_MPNPer100ML_30_60" "647.188888888889" "848.324250278814" "1965" "9/1965"
"443" "1_S_D_enterococciCulturableMEI_CFUPer100ML_0_30" "12575" "17013.3704105704" "1977" "12/1977"
"444" "1_S_D_enterococciCulturableMEI_CFUPer100ML_30_60" "8300" "9071.10798083674" "1986" "9/1986"
"445" "1_S_D_Giardia_CystsPer100ml_0_30" "968.433333333333" "1419.5507610978" "1989" "3/1989"
"446" "1_S_D_Giardia_CystsPer100ml_30_60" "303.466666666667" "106.038546450493" "1992" "3/1992"
"447" "1_S_D_SalmonellaCulturableWildType_MPNPer100ml_0_30" "3" "0" "1995" "0/1995"
"448" "1_S_D_SalmonellaCulturableWildType_MPNPer100ml_30_60" "3" "0" "1998" "0/1998"
"449" "1_X_A_CampylobacterCulturable_MPNPer100ml_0_30" "73.9033333333333" "126.524207301739" "2001" "2/2001"
"450" "1_X_A_CampylobacterCulturable_MPNPer100ml_30_60" "17.1333333333333" "26.7343100403458" "2004" "3/2004"
"451" "1_X_A_ClostridiumCulturable_TSCF_CFUPer100ml_0_30" "9.11666666666667" "7.26041780248676" "2010" "6/2010"
"452" "1_X_A_ClostridiumCulturable_TSCF_CFUPer100ml_30_60" "5.46666666666667" "4.61121820491433" "2013" "3/2013"
"453" "1_X_A_Crypto_OocystsPer100ml_0_30" "3.66666666666667" "2.08166599946613" "2016" "0/2016"
"454" "1_X_A_Crypto_OocystsPer100ml_30_60" "2" "0" "2019" "0/2019"
"455" "1_X_A_EColi0157Culturable_MPNPer100ml_0_30" "0.41" "0" "2022" "0/2022"
"456" "1_X_A_EColi0157Culturable_MPNPer100ml_30_60" "0.41" "0" "2025" "0/2025"
"457" "1_X_A_EColiCulturableColilert_MPNPer100ML_0_30" "13.5222222222222" "32.5237135709384" "2034" "6/2034"
"458" "1_X_A_EColiCulturableColilert_MPNPer100ML_30_60" "8.86666666666667" "18.3996603229516" "2043" "4/2043"
"459" "1_X_A_enterococciCulturableMEI_CFUPer100ML_0_30" "33094.4444444444" "37569.8053997858" "2052" "9/2052"
"460" "1_X_A_enterococciCulturableMEI_CFUPer100ML_30_60" "24727.7777777778" "20631.0311047326" "2061" "9/2061"
"461" "1_X_A_Giardia_CystsPer100ml_0_30" "3.5" "1.81934053986602" "2064" "0/2064"
"462" "1_X_A_Giardia_CystsPer100ml_30_60" "2.3" "0.0999999999999999" "2067" "0/2067"
"463" "1_X_A_SalmonellaCulturableWildType_MPNPer100ml_0_30" "0.41" "0" "2070" "0/2070"
"464" "1_X_A_SalmonellaCulturableWildType_MPNPer100ml_30_60" "0.41" "0" "2073" "0/2073"
"465" "1_X_B_CampylobacterCulturable_MPNPer100ml_0_30" "3" "0" "2076" "0/2076"
"466" "1_X_B_CampylobacterCulturable_MPNPer100ml_30_60" "3" "0" "2079" "0/2079"
"467" "1_X_B_ClostridiumCulturable_TSCF_CFUPer100ml_0_30" "40.8333333333333" "60.0013888728142" "2085" "6/2085"
"468" "1_X_B_ClostridiumCulturable_TSCF_CFUPer100ml_30_60" "56.6666666666667" "95.5632425848628" "2088" "3/2088"
"469" "1_X_B_Crypto_OocystsPer100ml_0_30" "3.5" "5.97557528611263" "2091" "1/2091"
"470" "1_X_B_Crypto_OocystsPer100ml_30_60" "0.144333333333333" "0.163390126180664" "2094" "2/2094"
"471" "1_X_B_EColi0157Culturable_MPNPer100ml_0_30" "3" "0" "2097" "0/2097"
"472" "1_X_B_EColi0157Culturable_MPNPer100ml_30_60" "3" "0" "2100" "0/2100"
"473" "1_X_B_EColiCulturableColilert_MPNPer100ML_0_30" "10.9111111111111" "15.9794746819509" "2109" "3/2109"
"474" "1_X_B_EColiCulturableColilert_MPNPer100ML_30_60" "30.0777777777778" "47.6558175299139" "2118" "3/2118"
"475" "1_X_B_enterococciCulturableMEI_CFUPer100ML_0_30" "297" "352.696399187743" "2127" "9/2127"
"476" "1_X_B_enterococciCulturableMEI_CFUPer100ML_30_60" "294.777777777778" "276.605214058673" "2136" "9/2136"
"477" "1_X_B_Giardia_CystsPer100ml_0_30" "0.0555566666666667" "0.00962442898739106" "2139" "0/2139"
"478" "1_X_B_Giardia_CystsPer100ml_30_60" "0.0555566666666667" "0.00962442898739106" "2142" "0/2142"
"479" "1_X_B_SalmonellaCulturableWildType_MPNPer100ml_0_30" "3" "0" "2145" "0/2145"
"480" "1_X_B_SalmonellaCulturableWildType_MPNPer100ml_30_60" "3" "0" "2148" "0/2148"
"481" "1_X_C_CampylobacterCulturable_MPNPer100ml_0_30" "3" "0" "2151" "0/2151"
"482" "1_X_C_CampylobacterCulturable_MPNPer100ml_30_60" "3" "0" "2154" "0/2154"
"483" "1_X_C_ClostridiumCulturable_TSCF_CFUPer100ml_0_30" "1.145" "0.714527816113551" "2160" "6/2160"
"484" "1_X_C_ClostridiumCulturable_TSCF_CFUPer100ml_30_60" "1.39" "1.06127282072048" "2163" "3/2163"
"485" "1_X_C_Crypto_OocystsPer100ml_0_30" "0.033" NA "2164" "0/2164"
"486" "1_X_C_Crypto_OocystsPer100ml_30_60" "0.057" "0.0608111831820431" "2166" "1/2166"
"487" "1_X_C_EColi0157Culturable_MPNPer100ml_0_30" "3" "0" "2169" "0/2169"
"488" "1_X_C_EColi0157Culturable_MPNPer100ml_30_60" "3" "0" "2172" "0/2172"
"489" "1_X_C_EColiCulturableColilert_MPNPer100ML_0_30" "12.3666666666667" "15.5498514072604" "2184" "10/2184"
"490" "1_X_C_EColiCulturableColilert_MPNPer100ML_30_60" "11.0240740744444" "10.7545924017681" "2193" "8/2193"
"491" "1_X_C_enterococciCulturableMEI_CFUPer100ML_0_30" "7808.33333333333" "3370.04406049787" "2205" "12/2205"
"492" "1_X_C_enterococciCulturableMEI_CFUPer100ML_30_60" "8824.11111111111" "3177.57684582311" "2214" "9/2214"
"493" "1_X_C_Giardia_CystsPer100ml_0_30" "3.33333333" NA "2215" "0/2215"
"494" "1_X_C_Giardia_CystsPer100ml_30_60" "2.714285715" "1.81827457918383" "2217" "1/2217"
"495" "1_X_C_SalmonellaCulturableWildType_MPNPer100ml_0_30" "868.666666666667" "1499.37864908546" "2220" "1/2220"
"496" "1_X_C_SalmonellaCulturableWildType_MPNPer100ml_30_60" "402" "691.088272219982" "2223" "1/2223"
"497" "1_X_D_CampylobacterCulturable_MPNPer100ml_0_30" "3" "0" "2226" "0/2226"
