SampleID,RainfallTreatmentID,PlotID,StudyID,ElapsedTimeSinceRainfallStarted_Minutes,ElapsedTimeSinceRunoffStarted_Minutes,CummulativeRunoffVolumeSinceRunoffStarted_Liters
D-408-P-20,R_408_D,408,D,139,20,1.69
D-408-P-30,R_408_D,408,D,149,30,3.48
D-408-P-30-T1,R_408_D,408,D,154,30,3.48
D-408-P-30-T2,R_408_D,408,D,154,30,3.48
D-408-P-60,R_408_D,408,D,179,60,11.44
D-408-P-T1,R_408_D,408,D,184,60,11.44
D-408-P-T2,R_408_D,408,D,184,60,11.44
D-106-P-5,R_106_D,106,D,55,5,0.57
D-106-P-10,R_106_D,106,D,60,10,2.51
D-106-P-15,R_106_D,106,D,65,15,4.94
D-106-P-20,R_106_D,106,D,70,20,8.02
D-106-P-30,R_106_D,106,D,80,30,15.49
D-106-P-30-T1,R_106_D,106,D,85,30,15.49
D-106-P-30-T2,R_106_D,106,D,85,30,15.49
D-106-P-60,R_106_D,106,D,110,60,40.46
D-106-P-T1,R_106_D,106,D,115,60,40.46
D-106-P-T2,R_106_D,106,D,115,60,40.46
D-105-X-5,R_105_D,105,D,42,5,1.03
D-105-X-10,R_105_D,105,D,47,10,2.68
D-105-X-15,R_105_D,105,D,52,15,4.82
D-105-X-20,R_105_D,105,D,57,20,7.66
D-105-X-30,R_105_D,105,D,67,30,14.06
D-105-X-30-T1,R_105_D,105,D,72,30,14.06
D-105-X-30-T2,R_105_D,105,D,72,30,14.06
D-105-X-60,R_105_D,105,D,97,60,44.32
D-105-X-T1,R_105_D,105,D,102,60,44.32
D-105-X-T2,R_105_D,105,D,102,60,44.32
D-503-C-5,R_503_D,503,D,57,5,1.21
D-503-C-10,R_503_D,503,D,62,10,2.80
D-503-C-15,R_503_D,503,D,67,15,4.69
D-503-C-20,R_503_D,503,D,72,20,6.82
D-503-C-30,R_503_D,503,D,82,30,12.05
D-503-C-30-T1,R_503_D,503,D,87,30,12.05
D-503-C-30-T2,R_503_D,503,D,87,30,12.05
D-503-C-60,R_503_D,503,D,112,60,32.13
D-503-C-T1,R_503_D,503,D,117,60,32.13
D-503-C-T2,R_503_D,503,D,117,60,32.13
D-504-X-5,R_504_D,504,D,38,5,1.58
D-504-X-10,R_504_D,504,D,43,10,4.80
D-504-X-15,R_504_D,504,D,48,15,8.97
D-504-X-20,R_504_D,504,D,53,20,13.56
D-504-X-30,R_504_D,504,D,63,30,25.22
D-504-X-30-T1,R_504_D,504,D,68,30,25.22
D-504-X-30-T2,R_504_D,504,D,68,30,25.22
D-504-X-60,R_504_D,504,D,93,60,68.78
D-504-X-T1,R_504_D,504,D,98,60,68.78
D-504-X-T2,R_504_D,504,D,98,60,68.78
D-401-S-5,R_401_D,401,D,53,5,0.91
D-401-S-10,R_401_D,401,D,58,10,2.71
D-401-S-15,R_401_D,401,D,63,15,5.39
D-401-S-20,R_401_D,401,D,68,20,8.84
D-401-S-30,R_401_D,401,D,78,30,16.52
D-401-S-30-T1,R_401_D,401,D,83,30,16.52
D-401-S-30-T2,R_401_D,401,D,93,30,16.52
D-401-S-60,R_401_D,401,D,108,60,43.89
D-401-S-T1,R_401_D,401,D,113,60,43.89
D-401-S-T2,R_401_D,401,D,113,60,43.89
D-402-X-5,R_402_D,402,D,56,5,1.66
D-402-X-10,R_402_D,402,D,61,10,4.64
D-402-X-15,R_402_D,402,D,66,15,8.28
D-402-X-20,R_402_D,402,D,71,20,12.34
D-402-X-30,R_402_D,402,D,81,30,21.19
D-402-X-30-T1,R_402_D,402,D,86,30,21.19
D-402-X-30-T2,R_402_D,402,D,86,30,21.19
D-402-X-60,R_402_D,402,D,111,60,51.00
D-402-X-T1,R_402_D,402,D,116,60,51.00
D-402-X-T2,R_402_D,402,D,116,60,51.00
D-201-P-5,R_201_D,201,D,57,5,0.52
D-201-P-10,R_201_D,201,D,62,10,1.47
D-201-P-15,R_201_D,201,D,67,15,2.94
D-201-P-20,R_201_D,201,D,72,20,4.79
D-201-P-30,R_201_D,201,D,82,30,8.89
D-201-P-30-T1,R_201_D,201,D,87,30,8.89
D-201-P-30-T2,R_201_D,201,D,87,30,8.89
D-201-P-60,R_201_D,201,D,112,60,24.94
D-201-P-T1,R_201_D,201,D,117,60,24.94
D-201-P-T2,R_201_D,201,D,117,60,24.94
D-202-S-5,R_202_D,202,D,58,5,0.74
D-202-S-10,R_202_D,202,D,63,10,1.38
D-202-S-15,R_202_D,202,D,68,15,2.36
D-202-S-20,R_202_D,202,D,73,20,3.61
D-202-S-30,R_202_D,202,D,83,30,7.10
D-202-S-30-T1,R_202_D,202,D,88,30,7.10
D-202-S-30-T2,R_202_D,202,D,88,30,7.10
D-202-S-60,R_202_D,202,D,113,60,20.33
D-202-S-T1,R_202_D,202,D,118,60,20.33
D-202-S-T2,R_202_D,202,D,118,60,20.33
D-403-C-5,R_403_D,403,D,,5,
D-403-C-10,R_403_D,403,D,,10,
D-403-C-15,R_403_D,403,D,,15,
D-403-C-20,R_403_D,403,D,,20,
D-403-C-30,R_403_D,403,D,,30,
D-403-C-30-T1,R_403_D,403,D,,30,
D-403-C-30-T2,R_403_D,403,D,,30,
D-403-C-60,R_403_D,403,D,,60,
D-403-C-T1,R_403_D,403,D,,60,
D-403-C-T2,R_403_D,403,D,,60,
D-404-P-5,R_404_D,404,D,153,5,0.88
D-404-P-10,R_404_D,404,D,158,10,1.77
D-404-P-15,R_404_D,404,D,163,15,2.73
D-404-P-20,R_404_D,404,D,168,20,3.71
D-404-P-30,R_404_D,404,D,178,30,6.07
D-404-P-30-T1,R_404_D,404,D,183,30,6.07
D-404-P-30-T2,R_404_D,404,D,183,30,6.07
D-404-P-60,R_404_D,404,D,208,60,15.02
D-404-P-T1,R_404_D,404,D,213,60,15.02
D-404-P-T2,R_404_D,404,D,213,60,15.02
D-409-C-5,R_409_D,409,D,111,5,0.25
D-409-C-10,R_409_D,409,D,116,10,0.50
D-409-C-15,R_409_D,409,D,121,15,0.78
D-409-C-20,R_409_D,409,D,126,20,1.12
D-409-C-30,R_409_D,409,D,136,30,2.03
D-409-C-30-T1,R_409_D,409,D,141,30,2.03
D-409-C-30-T2,R_409_D,409,D,141,30,2.03
D-409-C-60,R_409_D,409,D,166,60,5.97
D-409-C-T1,R_409_D,409,D,171,60,5.97
D-409-C-T2,R_409_D,409,D,171,60,5.97
D-410-S-5,R_410_D,410,D,218,5,0.56
D-410-S-10,R_410_D,410,D,233,10,0.98
D-410-S-15,R_410_D,410,D,228,15,1.50
D-410-S-20,R_410_D,410,D,233,20,2.16
D-410-S-30,R_410_D,410,D,243,30,3.61
D-410-S-30-T1,R_410_D,410,D,248,30,3.61
D-410-S-30-T2,R_410_D,410,D,248,30,3.61
D-410-S-60,R_410_D,410,D,273,60,8.85
D-410-S-T1,R_410_D,410,D,278,60,8.85
D-410-S-T2,R_410_D,410,D,278,60,8.85
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
