SampleID,PlotID,StudyID,SampleTypeID,RainfallTreatmentID,ManureTreatmentID,SampleVolume_ml,ElapsedTimeSinceRainfallStarted_Minutes,ElapsedTimeSinceRunoffStarted_Minutes,Notes
C-202-S-30-T2,202,C,2,R_202_C,M_S_Day2_C_Spiked,2062,195,30,
C-202-S-60,202,C,1,R_202_C,M_S_Day2_C_Spiked,401,220,60,
C-202-S-T1,202,C,2,R_202_C,M_S_Day2_C_Spiked,794,225,60,
C-202-S-T2,202,C,2,R_202_C,M_S_Day2_C_Spiked,5962,225,60,
C-403-C-5,403,C,1,R_403_C,M_C_Day3_C_Spiked,491,212,5,
C-403-C-10,403,C,1,R_403_C,M_C_Day3_C_Spiked,531,217,10,
C-403-C-15,403,C,1,R_403_C,M_C_Day3_C_Spiked,953,222,15,
C-403-C-20,403,C,1,R_403_C,M_C_Day3_C_Spiked,378,227,20,
C-403-C-30,403,C,1,R_403_C,M_C_Day3_C_Spiked,375,237,30,
C-403-C-30-T1,403,C,2,R_403_C,M_C_Day3_C_Spiked,191,242,30,
C-403-C-30-T2,403,C,2,R_403_C,M_C_Day3_C_Spiked,1862,242,30,
C-403-C-60,403,C,1,R_403_C,M_C_Day3_C_Spiked,353,267,60,
C-403-C-T1,403,C,2,R_403_C,M_C_Day3_C_Spiked,535,272,60,
C-403-C-T2,403,C,2,R_403_C,M_C_Day3_C_Spiked,7462,272,60,
C-404-P-5,404,C,1,R_404_C,M_P_Day3_C_Spiked,425,155,5,
C-404-P-10,404,C,1,R_404_C,M_P_Day3_C_Spiked,485,160,10,
C-404-P-15,404,C,1,R_404_C,M_P_Day3_C_Spiked,878,165,15,
C-404-P-20,404,C,1,R_404_C,M_P_Day3_C_Spiked,436,170,20,
C-404-P-30,404,C,1,R_404_C,M_P_Day3_C_Spiked,470,180,30,
C-404-P-30-T1,404,C,2,R_404_C,M_P_Day3_C_Spiked,899,185,30,
C-404-P-30-T2,404,C,2,R_404_C,M_P_Day3_C_Spiked,2962,185,30,
C-404-P-60,404,C,1,R_404_C,M_P_Day3_C_Spiked,487,210,60,
C-404-P-T1,404,C,2,R_404_C,M_P_Day3_C_Spiked,959,215,60,
C-404-P-T2,404,C,2,R_404_C,M_P_Day3_C_Spiked,7462,215,60,
C-409-C-5,409,C,1,R_409_C,M_C_Day3_C_Spiked,458,136,5,
C-409-C-10,409,C,1,R_409_C,M_C_Day3_C_Spiked,537,141,10,
C-409-C-15,409,C,1,R_409_C,M_C_Day3_C_Spiked,933,146,15,
C-409-C-20,409,C,1,R_409_C,M_C_Day3_C_Spiked,393,151,20,
C-409-C-30,409,C,1,R_409_C,M_C_Day3_C_Spiked,493,161,30,
C-409-C-30-T1,409,C,2,R_409_C,M_C_Day3_C_Spiked,432,166,30,
C-409-C-30-T2,409,C,2,R_409_C,M_C_Day3_C_Spiked,7162,166,30,
C-409-C-60,409,C,1,R_409_C,M_C_Day3_C_Spiked,468,191,60,
C-409-C-T1,409,C,2,R_409_C,M_C_Day3_C_Spiked,440,196,60,
C-409-C-T2,409,C,2,R_409_C,M_C_Day3_C_Spiked,8062,196,60,
C-410-S-5,410,C,1,R_410_C,M_S_Day3_C_Spiked,461,152,5,
C-410-S-10,410,C,1,R_410_C,M_S_Day3_C_Spiked,360,157,10,
C-410-S-15,410,C,1,R_410_C,M_S_Day3_C_Spiked,910,162,15,
C-410-S-20,410,C,1,R_410_C,M_S_Day3_C_Spiked,438,167,20,
C-410-S-30,410,C,1,R_410_C,M_S_Day3_C_Spiked,363,177,30,
C-410-S-30-T1,410,C,2,R_410_C,M_S_Day3_C_Spiked,480,182,30,
C-410-S-30-T2,410,C,2,R_410_C,M_S_Day3_C_Spiked,6762,182,30,
C-410-S-60,410,C,1,R_410_C,M_S_Day3_C_Spiked,448,207,60,
C-410-S-T1,410,C,2,R_410_C,M_S_Day3_C_Spiked,516,212,60,
C-410-S-T2,410,C,2,R_410_C,M_S_Day3_C_Spiked,8762,212,60,
